       74000  -1.433302   0.040  0.227  0.000  26  0 3.670287
       75000  -1.439091   0.040  0.227  0.000  25  0 10.979052
       76000  -1.430570   0.040  0.227  0.000  24  0 80.798829
       77000  -1.388947   0.040  0.227  0.000  24  0 80.798829
       78000  -1.448953   0.040  0.227  0.000  25  0 10.979052
       79000  -1.394386   0.040  0.227  0.000  26  0 3.670287
       80000  -1.418461   0.040  0.226  0.000  25  0 10.979052
       81000  -1.417247   0.040  0.226  0.000  26  0 3.670287
       82000  -1.458263   0.040  0.226  0.000  26  0 3.670287
       83000  -1.439559   0.040  0.226  0.000  26  0 3.670287
       84000  -1.400217   0.040  0.226  0.000  24  0 80.798829
       85000  -1.402448   0.040  0.226  0.000  24  0 80.798829
       86000  -1.467280   0.040  0.226  0.000  24  0 80.798829
       87000  -1.430406   0.040  0.226  0.000  24  0 80.798829
       88000  -1.414318   0.040  0.226  0.000  25  0 10.979052
       89000  -1.391519   0.040  0.226  0.000  25  0 10.979052
       90000  -1.420554   0.040  0.226  0.000  24  0 80.798829
       91000  -1.420672   0.040  0.226  0.000  26  0 3.670287
       92000  -1.464375   0.040  0.226  0.000  25  0 10.979052
       93000  -1.417779   0.040  0.226  0.000  24  0 80.798829
       94000  -1.428256   0.040  0.226  0.000  24  0 80.798829
       95000  -1.468493   0.040  0.226  0.000  25  0 10.979052
       96000  -1.387139   0.040  0.226  0.000  24  0 80.798829
       97000  -1.434710   0.040  0.226  0.000  26  0 3.670287
       98000  -1.425826   0.040  0.225  0.000  25  0 10.979052
       99000  -1.420983   0.040  0.225  0.000  25  0 10.979052
      100000  -1.474302   0.040  0.225  0.000  26  0 3.670287
      101000  -1.400506   0.040  0.225  0.000  25  0 10.979052
      102000  -1.352456   0.040  0.225  0.000  24  0 80.798829
      103000  -1.406595   0.040  0.225  0.000  25  0 10.979052
      104000  -1.435879   0.040  0.225  0.000  25  0 10.979052
      105000  -1.403050   0.040  0.225  0.000  25  0 10.979052
      106000  -1.455796   0.040  0.226  0.000  25  0 10.979052
      107000  -1.372713   0.040  0.226  0.000  24  0 80.798829
      108000  -1.387912   0.040  0.226  0.000  24  0 80.798829
      109000  -1.396995   0.040  0.226  0.000  25  0 10.979052
      110000  -1.397750   0.040  0.226  0.000  23  0 50.909023
      111000  -1.439133   0.040  0.226  0.000  24  0 80.798829
      112000  -1.410389   0.040  0.226  0.000  24  0 80.798829
      113000  -1.349377   0.040  0.226  0.000  24  0 80.798829
      114000  -1.405740   0.040  0.227  0.000  24  0 80.798829
      115000  -1.410728   0.040  0.227  0.000  25  0 10.979052
      116000  -1.383474   0.040  0.227  0.000  25  0 10.979052
      117000  -1.395664   0.040  0.227  0.000  24  0 80.798829
      118000  -1.399316   0.040  0.227  0.000  24  0 80.798829
      119000  -1.398650   0.040  0.227  0.000  25  0 10.979052
      120000  -1.378984   0.040  0.227  0.000  25  0 10.979052
      121000  -1.404201   0.040  0.227  0.000  25  0 10.979052
      122000  -1.401737   0.040  0.227  0.000  24  0 80.798829
      123000  -1.411617   0.040  0.227  0.000  25  0 10.979052
      124000  -1.372702   0.040  0.227  0.000  23  0 50.909023
      125000  -1.393105   0.040  0.228  0.000  24  0 80.798829
      126000  -1.439643   0.040  0.227  0.000  25  0 10.979052
      127000  -1.436527   0.040  0.227  0.000  24  0 80.798829
      128000  -1.420956   0.040  0.227  0.000  26  0 3.670287
      129000  -1.468996   0.040  0.227  0.000  24  0 80.798829
      130000  -1.380208   0.040  0.227  0.000  23  0 50.909023
      131000  -1.413198   0.040  0.227  0.000  25  0 10.979052
      132000  -1.392152   0.040  0.227  0.000  24  0 80.798829
      133000  -1.399538   0.040  0.227  0.000  26  0 3.670287
      134000  -1.403873   0.040  0.227  0.000  24  0 80.798829
      135000  -1.404674   0.040  0.227  0.000  24  0 80.798829
      136000  -1.426860   0.040  0.227  0.000  26  0 3.670287
      137000  -1.400575   0.040  0.227  0.000  24  0 80.798829
      138000  -1.414505   0.040  0.227  0.000  26  0 3.670287
      139000  -1.457675   0.040  0.227  0.000  25  0 10.979052
      140000  -1.460341   0.040  0.227  0.000  25  0 10.979052
      141000  -1.390396   0.040  0.227  0.000  24  0 80.798829
      142000  -1.402512   0.040  0.227  0.000  26  0 3.670287
      143000  -1.462469   0.040  0.227  0.000  26  0 3.670287
      144000  -1.429536   0.040  0.227  0.000  26  0 3.670287
      145000  -1.454265   0.040  0.227  0.000  25  0 10.979052
      146000  -1.450811   0.040  0.227  0.000  25  0 10.979052
      147000  -1.415015   0.040  0.228  0.000  25  0 10.979052
      148000  -1.404753   0.040  0.228  0.000  26  0 3.670287
      149000  -1.410470   0.040  0.228  0.000  25  0 10.979052
      150000  -1.419634   0.040  0.228  0.000  24  0 80.798829
      151000  -1.451684   0.040  0.227  0.000  26  0 3.670287
      152000  -1.389284   0.040  0.227  0.000  25  0 10.979052
      153000  -1.411741   0.040  0.227  0.000  25  0 10.979052
      154000  -1.374115   0.040  0.227  0.000  25  0 10.979052
      155000  -1.436087   0.040  0.227  0.000  26  0 3.670287
      156000  -1.458930   0.040  0.227  0.000  26  0 3.670287
      157000  -1.372654   0.040  0.228  0.000  25  0 10.979052
      158000  -1.470436   0.040  0.228  0.000  26  0 3.670287
      159000  -1.425023   0.040  0.227  0.000  24  0 80.798829
      160000  -1.459103   0.040  0.227  0.000  26  0 3.670287
      161000  -1.429471   0.040  0.227  0.000  24  0 80.798829
      162000  -1.412244   0.040  0.227  0.000  26  0 3.670287
      163000  -1.379531   0.040  0.227  0.000  24  0 80.798829
      164000  -1.437799   0.040  0.227  0.000  26  0 3.670287
      165000  -1.451037   0.041  0.227  0.000  26  0 3.670287
      166000  -1.435663   0.041  0.227  0.000  25  0 10.979052
      167000  -1.353698   0.040  0.227  0.000  25  0 10.979052
      168000  -1.409794   0.040  0.227  0.000  24  0 80.798829
      169000  -1.361544   0.040  0.228  0.000  24  0 80.798829
      170000  -1.456310   0.040  0.228  0.000  25  0 10.979052
      171000  -1.397819   0.040  0.228  0.000  24  0 80.798829
      172000  -1.421014   0.040  0.228  0.000  24  0 80.798829
      173000  -1.393315   0.040  0.228  0.000  24  0 80.798829
      174000  -1.410594   0.040  0.228  0.000  24  0 80.798829
      175000  -1.432884   0.040  0.228  0.000  25  0 10.979052
      176000  -1.426012   0.040  0.228  0.000  25  0 10.979052
      177000  -1.429860   0.040  0.228  0.000  26  0 3.670287
      178000  -1.422957   0.040  0.228  0.000  25  0 10.979052
      179000  -1.448082   0.040  0.228  0.000  24  0 80.798829
      180000  -1.451679   0.040  0.228  0.000  24  0 80.798829
      181000  -1.448010   0.040  0.228  0.000  25  0 10.979052
      182000  -1.414439   0.040  0.228  0.000  25  0 10.979052
      183000  -1.443061   0.040  0.228  0.000  25  0 10.979052
      184000  -1.361282   0.040  0.228  0.000  25  0 10.979052
      185000  -1.438080   0.040  0.228  0.000  25  0 10.979052
      186000  -1.388997   0.040  0.228  0.000  26  0 3.670287
      187000  -1.439870   0.040  0.228  0.000  26  0 3.670287
      188000  -1.463073   0.041  0.228  0.000  25  0 10.979052
      189000  -1.378012   0.041  0.227  0.000  24  0 80.798829
      190000  -1.454921   0.041  0.227  0.000  25  0 10.979052
      191000  -1.457311   0.041  0.227  0.000  26  0 3.670287
      192000  -1.385532   0.041  0.227  0.000  24  0 80.798829
      193000  -1.401706   0.041  0.228  0.000  24  0 80.798829
      194000  -1.387772   0.041  0.228  0.000  24  0 80.798829
      195000  -1.404155   0.041  0.228  0.000  25  0 10.979052
      196000  -1.418871   0.041  0.228  0.000  24  0 80.798829
      197000  -1.422185   0.041  0.228  0.000  26  0 3.670287
      198000  -1.446473   0.040  0.228  0.000  24  0 80.798829
      199000  -1.420332   0.041  0.228  0.000  24  0 80.798829
      200000  -1.452679   0.041  0.228  0.000  25  0 10.979052
      201000  -1.394825   0.041  0.228  0.000  25  0 10.979052
      202000  -1.350247   0.041  0.228  0.000  24  0 80.798829
      203000  -1.464647   0.041  0.228  0.000  25  0 10.979052
      204000  -1.397069   0.041  0.228  0.000  25  0 10.979052
      205000  -1.301247   0.041  0.228  0.000  23  0 50.909023
      206000  -1.398845   0.041  0.228  0.000  24  0 80.798829
      207000  -1.377272   0.041  0.228  0.000  23  0 50.909023
      208000  -1.359699   0.040  0.228  0.000  23  0 50.909023
      209000  -1.372951   0.040  0.228  0.000  24  0 80.798829
      210000  -1.350590   0.040  0.228  0.000  24  0 80.798829
      211000  -1.351422   0.040  0.228  0.000  22  0 80.686945
      212000  -1.378690   0.040  0.228  0.000  24  0 80.798829
      213000  -1.349194   0.040  0.228  0.000  24  0 80.798829
      214000  -1.354885   0.040  0.228  0.000  23  0 50.909023
      215000  -1.394820   0.040  0.228  0.000  25  0 10.979052
      216000  -1.405870   0.040  0.228  0.000  24  0 80.798829
      217000  -1.367882   0.040  0.229  0.000  24  0 80.798829
      218000  -1.396019   0.040  0.229  0.000  24  0 80.798829
      219000  -1.359993   0.040  0.229  0.000  25  0 10.979052
      220000  -1.424916   0.040  0.229  0.000  25  0 10.979052
      221000  -1.425153   0.040  0.229  0.000  25  0 10.979052
      222000  -1.392215   0.040  0.229  0.000  25  0 10.979052
      223000  -1.422511   0.040  0.229  0.000  25  0 10.979052
      224000  -1.426232   0.040  0.229  0.000  25  0 10.979052
      225000  -1.357976   0.040  0.229  0.000  24  0 80.798829
      226000  -1.432624   0.040  0.229  0.000  25  0 10.979052
      227000  -1.396466   0.040  0.229  0.000  24  0 80.798829
      228000  -1.419536   0.040  0.229  0.000  26  0 3.670287
      229000  -1.440999   0.040  0.229  0.000  24  0 80.798829
      230000  -1.381997   0.040  0.229  0.000  24  0 80.798829
      231000  -1.427564   0.040  0.229  0.000  24  0 80.798829
      232000  -1.424715   0.041  0.229  0.000  25  0 10.979052
      233000  -1.455572   0.041  0.229  0.000  25  0 10.979052
      234000  -1.408600   0.041  0.229  0.000  25  0 10.979052
      235000  -1.449087   0.041  0.229  0.000  25  0 10.979052
      236000  -1.417436   0.041  0.229  0.000  24  0 80.798829
      237000  -1.380996   0.041  0.229  0.000  22  0 80.686945
      238000  -1.423762   0.041  0.229  0.000  24  0 80.798829
      239000  -1.389577   0.040  0.229  0.000  24  0 80.798829
      240000  -1.384734   0.040  0.229  0.000  24  0 80.798829
      241000  -1.371677   0.040  0.229  0.000  24  0 80.798829
      242000  -1.397808   0.040  0.229  0.000  25  0 10.979052
      243000  -1.381275   0.040  0.229  0.000  24  0 80.798829
      244000  -1.472747   0.040  0.229  0.000  26  0 3.670287
      245000  -1.469919   0.040  0.229  0.000  25  0 10.979052
      246000  -1.437885   0.040  0.229  0.000  25  0 10.979052
      247000  -1.424205   0.040  0.229  0.000  23  0 50.909023
      248000  -1.423593   0.040  0.229  0.000  24  0 80.798829
      249000  -1.404358   0.040  0.229  0.000  26  0 3.670287
      250000  -1.416353   0.040  0.229  0.000  23  0 50.909023
      251000  -1.425855   0.040  0.229  0.000  25  0 10.979052
      252000  -1.441745   0.040  0.229  0.000  24  0 80.798829
      253000  -1.381900   0.040  0.229  0.000  25  0 10.979052
      254000  -1.338631   0.040  0.229  0.000  24  0 80.798829
      255000  -1.336632   0.040  0.229  0.000  24  0 80.798829
      256000  -1.391028   0.040  0.229  0.000  25  0 10.979052
      257000  -1.337261   0.040  0.229  0.000  24  0 80.798829
      258000  -1.417942   0.040  0.229  0.000  24  0 80.798829
      259000  -1.365671   0.040  0.230  0.000  22  0 80.686945
      260000  -1.355319   0.040  0.230  0.000  24  0 80.798829
      261000  -1.412578   0.040  0.230  0.000  24  0 80.798829
      262000  -1.365118   0.040  0.230  0.000  24  0 80.798829
      263000  -1.415959   0.040  0.230  0.000  24  0 80.798829
      264000  -1.352062   0.040  0.230  0.000  24  0 80.798829
      265000  -1.382368   0.040  0.230  0.000  24  0 80.798829
      266000  -1.366461   0.040  0.230  0.000  24  0 80.798829
      267000  -1.440444   0.040  0.230  0.000  24  0 80.798829
      268000  -1.443642   0.040  0.230  0.000  25  0 10.979052
      269000  -1.432719   0.040  0.230  0.000  25  0 10.979052
      270000  -1.489303   0.040  0.230  0.000  26  0 3.670287
      271000  -1.412451   0.040  0.230  0.000  25  0 10.979052
      272000  -1.379142   0.040  0.230  0.000  25  0 10.979052
      273000  -1.447744   0.040  0.230  0.000  25  0 10.979052
      274000  -1.413923   0.040  0.230  0.000  26  0 3.670287
      275000  -1.439177   0.040  0.230  0.000  25  0 10.979052
      276000  -1.469546   0.040  0.230  0.000  25  0 10.979052
      277000  -1.374938   0.040  0.230  0.000  25  0 10.979052
      278000  -1.431213   0.040  0.230  0.000  26  0 3.670287
      279000  -1.367123   0.040  0.230  0.000  23  0 50.909023
      280000  -1.405173   0.040  0.230  0.000  26  0 3.670287
      281000  -1.436234   0.040  0.230  0.000  26  0 3.670287
      282000  -1.422027   0.040  0.230  0.000  25  0 10.979052
      283000  -1.436565   0.040  0.230  0.000  26  0 3.670287
      284000  -1.450508   0.040  0.230  0.000  24  0 80.798829
