           0  -1.385728   0.000  0.000  0.000  23  0 50.909023
        1000  -1.398305   0.036  0.234  0.000  25  0 10.979052
        2000  -1.414555   0.036  0.233  0.000  25  0 10.979052
        3000  -1.441061   0.039  0.231  0.000  24  0 80.798829
        4000  -1.467837   0.041  0.230  0.000  24  0 80.798829
        5000  -1.356063   0.040  0.229  0.000  25  0 10.979052
        6000  -1.392741   0.039  0.228  0.000  25  0 10.979052
        7000  -1.442285   0.039  0.227  0.000  25  0 10.979052
        8000  -1.448775   0.039  0.225  0.000  26  0 3.670287
        9000  -1.435082   0.040  0.224  0.000  25  0 10.979052
       10000  -1.385788   0.040  0.225  0.000  25  0 10.979052
       11000  -1.430171   0.040  0.225  0.000  25  0 10.979052
       12000  -1.366008   0.040  0.225  0.000  24  0 80.798829
       13000  -1.396349   0.040  0.226  0.000  24  0 80.798829
       14000  -1.384969   0.040  0.227  0.000  23  0 50.909023
       15000  -1.383256   0.040  0.228  0.000  25  0 10.979052
       16000  -1.384380   0.040  0.228  0.000  24  0 80.798829
       17000  -1.444010   0.039  0.228  0.000  25  0 10.979052
       18000  -1.388865   0.039  0.228  0.000  25  0 10.979052
       19000  -1.433591   0.039  0.228  0.000  24  0 80.798829
       20000  -1.390263   0.039  0.228  0.000  24  0 80.798829
       21000  -1.417573   0.039  0.228  0.000  24  0 80.798829
       22000  -1.368765   0.039  0.228  0.000  24  0 80.798829
       23000  -1.427458   0.039  0.229  0.000  24  0 80.798829
       24000  -1.351513   0.039  0.229  0.000  23  0 50.909023
       25000  -1.324299   0.039  0.229  0.000  24  0 80.798829
       26000  -1.345567   0.039  0.230  0.000  24  0 80.798829
       27000  -1.369264   0.038  0.230  0.000  24  0 80.798829
       28000  -1.410335   0.038  0.231  0.000  24  0 80.798829
       29000  -1.425341   0.039  0.230  0.000  24  0 80.798829
       30000  -1.328585   0.039  0.230  0.000  24  0 80.798829
       31000  -1.414633   0.039  0.230  0.000  25  0 10.979052
       32000  -1.481552   0.039  0.230  0.000  26  0 3.670287
       33000  -1.430343   0.039  0.230  0.000  25  0 10.979052
       34000  -1.423129   0.039  0.229  0.000  26  0 3.670287
       35000  -1.427395   0.039  0.229  0.000  26  0 3.670287
       36000  -1.432974   0.040  0.229  0.000  24  0 80.798829
       37000  -1.417779   0.040  0.229  0.000  24  0 80.798829
       38000  -1.384842   0.040  0.229  0.000  24  0 80.798829
       39000  -1.397245   0.040  0.229  0.000  25  0 10.979052
       40000  -1.438065   0.040  0.229  0.000  25  0 10.979052
       41000  -1.403404   0.040  0.230  0.000  24  0 80.798829
       42000  -1.400574   0.040  0.230  0.000  24  0 80.798829
       43000  -1.439901   0.040  0.230  0.000  24  0 80.798829
       44000  -1.444842   0.040  0.229  0.000  26  0 3.670287
       45000  -1.419280   0.040  0.229  0.000  26  0 3.670287
       46000  -1.422504   0.041  0.229  0.000  24  0 80.798829
       47000  -1.453839   0.041  0.229  0.000  25  0 10.979052
       48000  -1.417695   0.041  0.229  0.000  25  0 10.979052
       49000  -1.448151   0.041  0.228  0.000  25  0 10.979052
       50000  -1.430553   0.041  0.228  0.000  25  0 10.979052
       51000  -1.421827   0.041  0.228  0.000  25  0 10.979052
       52000  -1.405034   0.041  0.228  0.000  25  0 10.979052
       53000  -1.453862   0.041  0.228  0.000  25  0 10.979052
       54000  -1.402887   0.041  0.228  0.000  25  0 10.979052
       55000  -1.370693   0.041  0.228  0.000  24  0 80.798829
       56000  -1.373392   0.041  0.228  0.000  24  0 80.798829
       57000  -1.352870   0.041  0.228  0.000  24  0 80.798829
       58000  -1.480292   0.041  0.228  0.000  26  0 3.670287
       59000  -1.405629   0.041  0.228  0.000  25  0 10.979052
       60000  -1.436529   0.041  0.228  0.000  26  0 3.670287
       61000  -1.405985   0.041  0.228  0.000  25  0 10.979052
       62000  -1.365078   0.041  0.228  0.000  25  0 10.979052
       63000  -1.388431   0.041  0.228  0.000  24  0 80.798829
       64000  -1.407098   0.041  0.228  0.000  24  0 80.798829
       65000  -1.398451   0.041  0.228  0.000  23  0 50.909023
       66000  -1.447093   0.041  0.228  0.000  25  0 10.979052
       67000  -1.415771   0.041  0.227  0.000  25  0 10.979052
       68000  -1.422881   0.041  0.227  0.000  24  0 80.798829
       69000  -1.396288   0.041  0.227  0.000  25  0 10.979052
       70000  -1.394010   0.041  0.227  0.000  24  0 80.798829
       71000  -1.404246   0.041  0.227  0.000  25  0 10.979052
       72000  -1.417466   0.040  0.227  0.000  25  0 10.979052
       73000  -1.384371   0.040  0.227  0.000  26  0 3.670287
